snapshot_id,team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode,trigger_match_ids,trigger_matches,snapshot_type,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated
2026-06-13T01:56:23.292945+00:00,Congo DR,K,1747.3715630458369,0.0538,0.129,0.3224,0.1842,0.367,0.0968,0.025,0.0046,0.0004,0.0,0.633,0.2702,0.0718,0.0204,0.0042,0.0004,43,10.72,39,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Croatia,L,1948.9745085429984,0.2754,0.4286,0.2244,0.1664,0.8704,0.4092,0.154,0.0686,0.026,0.0072,0.1296,0.4611999999999999,0.2552,0.0854,0.0426,0.0187999999999999,21,24.79,20,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Curaçao,E,1599.673608197475,0.0184,0.0586,0.206,0.1062,0.1832,0.0266,0.0034,0.0,0.0,0.0,0.8168,0.1566,0.0232,0.0034,0.0,0.0,48,7.3,47,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Czechia,A,1756.7372282818046,0.0194,0.1016,0.5538,0.338,0.459,0.1462,0.0362,0.0064,0.001,0.0,0.5409999999999999,0.3128,0.1099999999999999,0.0298,0.0054,0.001,37,12.65,36,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Ecuador,E,1993.72029949052,0.3874,0.359,0.2042,0.1654,0.9118,0.5628,0.2838,0.135,0.0598,0.0238,0.0881999999999999,0.3490000000000001,0.2789999999999999,0.1488,0.0752,0.036,12,32.19,11,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Egypt,G,1794.032006631587,0.1564,0.2426,0.305,0.208,0.607,0.2144,0.0658,0.0194,0.004,0.0004,0.393,0.3925999999999999,0.1486,0.0464,0.0154,0.0036,31,16.06,29,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,England,L,2070.4987809142654,0.6376,0.2676,0.0816,0.071,0.9762,0.7012,0.4488,0.297,0.1524,0.0846,0.0238,0.2749999999999999,0.2524,0.1518,0.1445999999999999,0.0678,3,43.75,4,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,France,I,2101.7463153053523,0.5782,0.256,0.1208,0.1018,0.936,0.7042,0.4882,0.293,0.1448,0.076,0.0639999999999999,0.2318,0.216,0.1952,0.1481999999999999,0.0688,4,43.86,3,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Germany,E,1987.3824661636663,0.46,0.3348,0.1646,0.1418,0.9366,0.547,0.27,0.1222,0.048,0.0202,0.0634,0.3895999999999999,0.277,0.1478,0.0742,0.0278,13,31.44,12,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Ghana,L,1619.079820702289,0.0102,0.0576,0.2398,0.11,0.1778,0.0286,0.0034,0.0006,0.0002,0.0,0.8222,0.1492,0.0252,0.0028,0.0003999999999999,0.0002,47,7.29,48,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Haiti,C,1701.789404479474,0.0424,0.1134,0.2792,0.1564,0.3122,0.0712,0.0164,0.0028,0.0006,0.0,0.6878,0.241,0.0548,0.0136,0.0022,0.0006,41,9.58,42,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Iran,G,1885.083359908367,0.2686,0.3266,0.2496,0.1848,0.78,0.3864,0.1512,0.0448,0.0164,0.0042,0.2199999999999999,0.3936,0.2352,0.1064,0.0283999999999999,0.0122,25,22.82,24,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Iraq,I,1728.8856535810344,0.0352,0.1026,0.2574,0.1448,0.2826,0.072,0.018,0.0038,0.0014,0.0002,0.7174,0.2106,0.0539999999999999,0.0141999999999999,0.0024,0.0012,35,9.37,43,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Ivory Coast,E,1796.2648453762192,0.1342,0.2476,0.4252,0.2986,0.6804,0.2432,0.0774,0.019,0.004,0.001,0.3196,0.4372,0.1658,0.0583999999999999,0.015,0.003,30,17.46,27,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Japan,F,1975.0832505666208,0.3888,0.347,0.1752,0.138,0.8738,0.4574,0.2482,0.1122,0.0436,0.0174,0.1261999999999999,0.4164,0.2091999999999999,0.136,0.0686,0.0262,14,28.72,15,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Jordan,J,1776.2620257550038,0.0392,0.1718,0.2952,0.1676,0.3786,0.0748,0.0246,0.0064,0.0022,0.0004,0.6214,0.3037999999999999,0.0502,0.0182,0.0042,0.0018,33,10.57,41,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Mexico,A,1951.7678590630444,0.5464,0.3692,0.0782,0.0716,0.9872,0.6618,0.315,0.1762,0.0702,0.0318,0.0128,0.3253999999999999,0.3468,0.1388,0.106,0.0384,7,36.15,5,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Morocco,C,1972.5437856688088,0.307,0.3844,0.214,0.1632,0.8546,0.4322,0.2258,0.0984,0.0376,0.0142,0.1453999999999999,0.4224,0.2063999999999999,0.1274,0.0608,0.0234,16,27.29,17,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Netherlands,F,1996.681521991079,0.456,0.3204,0.1548,0.1258,0.9022,0.5458,0.3178,0.1682,0.0648,0.0264,0.0978,0.3564,0.2279999999999999,0.1496,0.1033999999999999,0.0384,10,33.3,9,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,New Zealand,G,1729.1648877066348,0.0828,0.1618,0.2894,0.1806,0.4252,0.1138,0.0226,0.0042,0.0006,0.0,0.5748,0.3114,0.0912,0.0184,0.0036,0.0006,39,11.5,37,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Norway,I,1935.0393258377,0.2216,0.3414,0.2832,0.2006,0.7636,0.4318,0.2342,0.101,0.0378,0.0134,0.2364,0.3317999999999999,0.1976,0.1331999999999999,0.0632,0.0243999999999999,17,26.58,18,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Panama,L,1832.511743518153,0.0768,0.2462,0.4542,0.3002,0.6232,0.1772,0.052,0.0138,0.0026,0.0002,0.3768,0.4459999999999999,0.1252,0.0382,0.0112,0.0024,34,15.25,31,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Paraguay,D,1885.5700487446968,0.2884,0.261,0.2444,0.1864,0.7358,0.4018,0.1658,0.0596,0.0204,0.0058,0.2642,0.334,0.236,0.1062,0.0392,0.0146,23,23.29,23,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Portugal,K,2020.3334295740908,0.4824,0.3228,0.1418,0.1148,0.92,0.6134,0.3306,0.167,0.0856,0.0358,0.0799999999999999,0.3066000000000001,0.2827999999999999,0.1636,0.0814,0.0498,6,35.17,6,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Qatar,B,1583.0544605754692,0.043,0.0938,0.2364,0.1348,0.2716,0.0386,0.0074,0.0006,0.0004,0.0,0.7283999999999999,0.233,0.0312,0.0068,0.0001999999999999,0.0004,45,8.46,44,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Saudi Arabia,H,1696.5854128599904,0.031,0.1504,0.4476,0.2266,0.408,0.074,0.019,0.0034,0.0006,0.0,0.5920000000000001,0.3339999999999999,0.0549999999999999,0.0156,0.0028,0.0006,40,10.65,40,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Scotland,C,1822.104744122759,0.1042,0.2202,0.3826,0.2534,0.5778,0.2108,0.0752,0.0246,0.0052,0.0014,0.4222,0.367,0.1356,0.0506,0.0194,0.0037999999999999,28,16.04,30,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Senegal,I,1897.2542396614467,0.165,0.3,0.3386,0.2442,0.7092,0.343,0.1516,0.0554,0.0182,0.0054,0.2907999999999999,0.3662,0.1914,0.0962,0.0372,0.0128,24,21.73,25,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,South Africa,A,1652.9408368061584,0.0072,0.0612,0.2832,0.154,0.2224,0.0524,0.0126,0.002,0.0006,0.0,0.7776000000000001,0.1699999999999999,0.0398,0.0106,0.0014,0.0006,42,8.31,45,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,South Korea,A,1891.8396569532424,0.427,0.468,0.0848,0.0722,0.9672,0.5718,0.2242,0.1018,0.033,0.0114,0.0328,0.3954,0.3475999999999999,0.1224,0.0688,0.0216,18,30.44,13,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Spain,H,2193.605453699311,0.7492,0.2058,0.038,0.0348,0.9898,0.7404,0.6012,0.4628,0.3558,0.234,0.0101999999999999,0.2494,0.1392,0.1383999999999999,0.1069999999999999,0.1217999999999999,1,56.13,1,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Sweden,F,1751.9384702756963,0.091,0.1782,0.3398,0.2162,0.4854,0.1418,0.0348,0.0066,0.0002,0.0,0.5146,0.3436,0.107,0.0281999999999999,0.0064,0.0002,46,12.81,35,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Switzerland,B,1932.1461835139264,0.5644,0.261,0.1212,0.0972,0.9226,0.5376,0.2226,0.0896,0.0408,0.0162,0.0774,0.385,0.3149999999999999,0.133,0.0487999999999999,0.0246,15,29.39,14,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Tunisia,F,1727.6054107092716,0.0642,0.1544,0.3302,0.2034,0.422,0.0922,0.0242,0.0046,0.001,0.0002,0.5780000000000001,0.3298,0.068,0.0196,0.0036,0.0008,36,11.2,38,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Turkey,D,1934.3941687368904,0.2596,0.2572,0.25,0.1862,0.703,0.4034,0.1816,0.0692,0.029,0.0068,0.297,0.2996,0.2217999999999999,0.1124,0.0402,0.0222,22,23.63,22,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,United States,D,1826.0505717196809,0.162,0.2032,0.2694,0.1938,0.559,0.2564,0.086,0.0248,0.0088,0.0018,0.4409999999999999,0.3026,0.1704,0.0611999999999999,0.016,0.007,27,16.81,28,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Uruguay,H,1957.0903135327053,0.2076,0.5476,0.1806,0.1298,0.885,0.3972,0.2208,0.1146,0.06,0.0244,0.1149999999999999,0.4878,0.1764,0.1062,0.0545999999999999,0.0355999999999999,11,27.78,16,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T01:56:23.292945+00:00,Uzbekistan,K,1818.0034640596127,0.0892,0.19,0.349,0.2136,0.4928,0.1734,0.0456,0.0122,0.003,0.0004,0.5072,0.3194,0.1278,0.0334,0.0092,0.0026,32,13.74,34,,,,2026-06-13 01:56:23.292945+00:00,phase5_tournament_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Algeria,J,1858.747629498189,0.08715,0.26055,0.34865,0.22335,0.57105,0.1622,0.0599,0.01855,0.0053,0.0012,0.42895,0.4088499999999999,0.1023,0.04135,0.01325,0.0041,27,14.81,31,15.09,-0.2799999999999993,-1.8555334658714333,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Argentina,J,2167.3317641567887,0.71635,0.19905,0.0649,0.0557,0.9711,0.685,0.54965,0.41095,0.3177,0.2182,0.0289,0.2860999999999999,0.13535,0.1387,0.09325,0.0994999999999999,2,52.24,2,52.69,-0.4499999999999957,-0.8540520022774639,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Australia,D,1895.2608789341264,0.21925,0.29125,0.28115,0.19945,0.70995,0.3855,0.1601,0.0589,0.02225,0.0078,0.29005,0.3244499999999999,0.2254,0.1011999999999999,0.03665,0.01445,23,22.71,24,23.77,-1.0599999999999987,-4.459402608329822,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Austria,J,1865.4544576007104,0.1536,0.3675,0.29215,0.1998,0.7209,0.2463,0.1053,0.0366,0.0137,0.004,0.2791,0.4746,0.141,0.0687,0.0229,0.0097,26,19.01,26,19.25,-0.2399999999999984,-1.2467532467532387,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Belgium,G,1929.0653183827285,0.4801,0.27665,0.15925,0.12975,0.8865,0.57575,0.31325,0.1353,0.07385,0.0283,0.1135,0.3107499999999999,0.2625,0.1779499999999999,0.06145,0.04555,9,33.0,10,33.09,-0.0900000000000034,-0.2719854941069912,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Bosnia-Herzegovina,B,1656.6626721673915,0.0795,0.2314,0.4298,0.2879,0.5988,0.1209,0.02945,0.00405,0.0003,0.0,0.4012,0.4779,0.0914499999999999,0.0254,0.00375,0.0003,43,13.48,33,13.76,-0.2799999999999993,-2.034883720930228,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Brazil,C,2041.1817026954664,0.5492,0.28205,0.1255,0.10545,0.9367,0.586,0.3429,0.18115,0.0727,0.03415,0.0633,0.3507,0.2430999999999999,0.1617499999999999,0.10845,0.03855,7,35.24,7,34.91,0.3300000000000054,0.9452878831280592,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Canada,B,1858.59205323128,0.3053,0.41325,0.2092,0.14555,0.8641,0.44705,0.20415,0.07225,0.02585,0.00865,0.1359,0.41705,0.2429,0.1319,0.0464,0.0172,20,26.39,20,26.43,-0.0399999999999991,-0.1513431706394216,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Cape Verde Islands,H,1644.7706180708274,0.0109,0.0866,0.32175,0.136,0.2335,0.0299,0.0063,0.00055,5e-05,0.0,0.7665,0.2036,0.0236,0.00575,0.0005,5e-05,46,7.92,46,8.18,-0.2599999999999998,-3.17848410757946,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Colombia,K,2039.058801198529,0.37925,0.35055,0.1894,0.1486,0.8784,0.57135,0.312,0.15915,0.08595,0.0382,0.1216,0.3070499999999999,0.25935,0.1528499999999999,0.0732,0.04775,6,33.64,8,33.62,0.0200000000000031,0.0594883997620557,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Congo DR,K,1747.3715630458369,0.0502,0.1348,0.3149,0.18335,0.36835,0.10215,0.02425,0.00625,0.001,0.0001,0.63165,0.2662,0.0779,0.018,0.00525,0.0009,37,10.84,40,10.72,0.1199999999999992,1.1194029850746194,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Croatia,L,1948.9745085429984,0.27615,0.432,0.22405,0.1691,0.87725,0.41305,0.1604,0.06875,0.0255,0.00945,0.12275,0.4642,0.25265,0.0916499999999999,0.04325,0.01605,19,25.08,21,24.79,0.2899999999999991,1.169826542960868,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Curaçao,E,1599.673608197475,0.0158,0.0514,0.20915,0.10675,0.17395,0.024,0.0032,0.00025,0.0,0.0,0.82605,0.14995,0.0208,0.00295,0.00025,0.0,48,7.17,48,7.3,-0.1299999999999999,-1.780821917808218,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Czechia,A,1756.7372282818046,0.01975,0.1007,0.5535,0.34645,0.4669,0.14225,0.03825,0.00705,0.00125,0.0002,0.5331,0.32465,0.1039999999999999,0.0312,0.0058,0.00105,35,12.73,34,12.65,0.08,0.6324110671936765,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Ecuador,E,1993.72029949052,0.38235,0.36675,0.20585,0.1695,0.9186,0.5611,0.29285,0.1448,0.06235,0.02625,0.0814,0.3574999999999999,0.26825,0.14805,0.08245,0.0361,11,32.68,11,32.19,0.490000000000002,1.5222118670394595,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Egypt,G,1794.032006631587,0.1504,0.2453,0.3047,0.21055,0.60625,0.2227,0.0647,0.01645,0.0045,0.0011,0.39375,0.3835499999999999,0.158,0.0482499999999999,0.0119499999999999,0.0033999999999999,29,16.11,29,16.06,0.0500000000000007,0.3113325031133295,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,England,L,2070.4987809142654,0.63685,0.27495,0.07535,0.06635,0.97815,0.67955,0.43315,0.28775,0.149,0.08265,0.02185,0.2986,0.2464,0.1453999999999999,0.13875,0.0663499999999999,3,42.87,4,43.75,-0.8800000000000026,-2.0114285714285773,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,France,I,2101.7463153053523,0.58865,0.2526,0.11705,0.09805,0.9393,0.6905,0.47605,0.28415,0.14305,0.07535,0.0606999999999999,0.2488,0.21445,0.1918999999999999,0.1411,0.0677,4,43.23,3,43.86,-0.6300000000000026,-1.4363885088919348,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-13T04:39:19.946117+00:00,Germany,E,1987.3824661636663,0.4706,0.33175,0.1609,0.136,0.93835,0.54005,0.2661,0.1207,0.04435,0.0168,0.0616499999999999,0.3983,0.27395,0.1454,0.07635,0.02755,14,31.14,12,31.44,-0.3000000000000007,-0.954198473282445,2026-06-13 04:39:19.946117+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
