team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,generated_at_utc,model_version,bracket_mode,previous_price,price_change,price_change_percent
Congo DR,K,1804.191206108781,0.0,0.0,1.0,1.0,1.0,0.1672,0.0314,0.00695,0.00165,0.0005,0.0,0.8328,0.1357999999999999,0.02445,0.0052999999999999,0.00115,22,18.31,22,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.39,-0.08000000000000185,-0.4350190320826636
Bosnia-Herzegovina,B,1675.5395580180304,0.0,0.0,1.0,1.0,1.0,0.1845,0.02445,0.00185,0.00015,0.0,0.0,0.8155,0.16005,0.0226,0.0017,0.00015,25,18.3,23,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.75,-0.4499999999999993,-2.3999999999999964
Ghana,L,1679.3049260273535,0.0,0.0,1.0,1.0,1.0,0.1102,0.028,0.0033,0.00035,0.0001,0.0,0.8898,0.0822,0.0247,0.00295,0.00025,23,17.29,24,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,17.25,0.03999999999999915,0.23188405797100956
Cape Verde Islands,H,1692.993244822014,0.0,1.0,0.0,0.0,1.0,0.0433,0.01385,0.0029,0.00015,5e-05,0.0,0.9567,0.0294499999999999,0.01095,0.00275,0.0001,24,15.99,25,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,16.0,-0.009999999999999787,-0.06249999999999867
Netherlands,F,2000.7626913022912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,15.0,26,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Japan,F,1954.9668103896377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,15.0,27,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Ecuador,E,1929.1933341526112,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,15.0,28,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,24.94,-9.940000000000001,-39.855653568564556
Germany,E,1940.1450694794064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,15.0,29,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Ivory Coast,E,1823.723032454427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,15.0,30,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Sweden,F,1781.6184920846476,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31,15.0,31,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
South Africa,A,1693.614617167326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,15.0,32,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Curaçao,E,1590.2975033938003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,5.0,33,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Czechia,A,1731.2587132929823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,5.0,34,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Haiti,C,1657.7903422759043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,5.0,35,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iran,G,1873.4078788308684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,5.0,36,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iraq,I,1661.1474098625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37,5.0,37,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Jordan,J,1715.5967031705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5.0,38,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
New Zealand,G,1678.9442908209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39,5.0,39,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Panama,L,1753.9772103673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40,5.0,40,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Qatar,B,1549.5494030220432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,5.0,41,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Saudi Arabia,H,1705.9341181708846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42,5.0,42,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Scotland,C,1800.6524904944006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,5.0,43,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
South Korea,A,1825.9460475707715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,5.0,44,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Tunisia,F,1648.6081559732288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,5.0,45,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Turkey,D,1891.3502864268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,5.0,46,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uruguay,H,1907.5228774752184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,5.0,47,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uzbekistan,K,1723.1994397509068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,5.0,48,2026-07-01 09:23:21.221342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
