team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,generated_at_utc,model_version,bracket_mode,previous_price,price_change,price_change_percent
Netherlands,F,2032.8108614565144,1.0,0.0,0.0,0.0,1.0,0.5088,0.34975,0.1842,0.07905,0.02635,0.0,0.4911999999999999,0.15905,0.16555,0.10515,0.0527,9,34.89,11,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,34.69,0.20000000000000284,0.5765350245027467
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.6791,0.25215,0.1547,0.07595,0.027,0.0,0.3208999999999999,0.42695,0.0974499999999999,0.07875,0.04895,8,34.87,12,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,34.86,0.00999999999999801,0.02868617326448081
Norway,I,1951.2558569055784,0.0,1.0,0.0,0.0,1.0,0.6819,0.34295,0.1059,0.02885,0.0126,0.0,0.3181,0.33895,0.2370499999999999,0.07705,0.01625,15,34.83,13,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,35.04,-0.21000000000000085,-0.5993150684931531
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.56095,0.3492,0.14115,0.06385,0.01665,0.0,0.43905,0.2117499999999999,0.20805,0.0773,0.0472,12,34.43,14,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,33.97,0.46000000000000085,1.3541360023550217
Morocco,C,2009.053663917143,0.0,1.0,0.0,0.0,1.0,0.4912,0.2985,0.1272,0.05345,0.01825,0.0,0.5087999999999999,0.1927,0.1712999999999999,0.07375,0.0351999999999999,10,31.96,15,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,32.28,-0.3200000000000003,-0.9913258983890962
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.578,0.2002,0.0815,0.03985,0.0173,0.0,0.422,0.3777999999999999,0.1186999999999999,0.04165,0.0225499999999999,11,30.16,16,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,30.27,-0.10999999999999943,-0.36339610175090664
Ecuador,E,1962.734471394788,0.0,0.0,1.0,1.0,1.0,0.45045,0.2023,0.0704,0.0244,0.00735,0.0,0.54955,0.24815,0.1319,0.046,0.01705,18,27.69,17,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,27.85,-0.16000000000000014,-0.574506283662478
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.5712,0.127,0.0537,0.0176,0.0049,0.0,0.4287999999999999,0.4442,0.0733,0.0360999999999999,0.0127,19,27.52,18,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,27.61,-0.08999999999999986,-0.3259688518652657
Japan,F,1977.122980194832,0.0,1.0,0.0,0.0,1.0,0.39885,0.2028,0.06845,0.0208,0.0088,0.0,0.6011500000000001,0.1960499999999999,0.13435,0.04765,0.0119999999999999,17,26.85,19,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,26.65,0.20000000000000284,0.7504690431519807
Senegal,I,1887.6598391694629,0.0,0.0,1.0,1.0,1.0,0.40645,0.1477,0.0436,0.01215,0.0031,0.0,0.59355,0.25875,0.1041,0.03145,0.0090499999999999,21,25.15,20,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,25.22,-0.07000000000000028,-0.27755749405234054
Algeria,J,1866.7359487939243,0.0,0.0,1.0,1.0,1.0,0.3903,0.14135,0.03405,0.01015,0.00265,0.0,0.6097,0.2489499999999999,0.1073,0.0238999999999999,0.0075,23,24.55,21,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,24.68,-0.129999999999999,-0.526742301458667
Egypt,G,1844.9786783751013,0.0,1.0,0.0,0.0,1.0,0.4288,0.08635,0.0319,0.00935,0.0024,0.0,0.5711999999999999,0.34245,0.05445,0.0225499999999999,0.00695,24,23.97,22,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,23.72,0.25,1.0539629005059021
Croatia,L,1949.799831445564,0.0,1.0,0.0,0.0,1.0,0.3209,0.08645,0.03845,0.01145,0.00275,0.0,0.6791,0.23445,0.048,0.0269999999999999,0.0087,22,22.52,23,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,22.49,0.030000000000001137,0.13339261894175694
Ivory Coast,E,1844.808848266383,0.0,1.0,0.0,0.0,1.0,0.3181,0.0736,0.01795,0.0043,0.00105,0.0,0.6819,0.2445,0.05565,0.01365,0.00325,26,21.68,24,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,21.65,0.030000000000001137,0.1385681293302593
Austria,J,1882.751029608591,0.0,1.0,0.0,0.0,1.0,0.23005,0.0904,0.0356,0.0125,0.00325,0.0,0.76995,0.13965,0.0547999999999999,0.0231,0.00925,20,21.21,25,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,21.27,-0.05999999999999872,-0.2820874471085977
Paraguay,D,1870.9577224424152,0.0,0.0,1.0,1.0,1.0,0.21665,0.07485,0.02965,0.009,0.0024,0.0,0.78335,0.1418,0.0452,0.02065,0.0066,25,20.51,26,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,20.57,-0.05999999999999872,-0.29168692270295926
Sweden,F,1792.766655918093,0.0,0.0,1.0,1.0,1.0,0.2489,0.0538,0.0111,0.00195,0.00035,0.0,0.7511,0.1951,0.0427,0.00915,0.0015999999999999,28,20.07,27,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,20.08,-0.00999999999999801,-0.0498007968127391
Congo DR,K,1804.191206108781,0.0,0.0,1.0,1.0,1.0,0.16065,0.0407,0.01025,0.0028,0.00065,0.0,0.83935,0.1199499999999999,0.0304499999999999,0.00745,0.00215,27,18.48,28,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.49,-0.00999999999999801,-0.05408328826391569
Bosnia-Herzegovina,B,1675.5395580180304,0.0,0.0,1.0,1.0,1.0,0.14035,0.0223,0.00265,0.00055,0.0,0.0,0.85965,0.11805,0.01965,0.0021,0.00055,30,17.61,29,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,17.62,-0.010000000000001563,-0.0567536889897932
Ghana,L,1679.3049260273535,0.0,0.0,1.0,1.0,1.0,0.1125,0.0257,0.00205,0.0003,0.0,0.0,0.8875,0.0868,0.02365,0.00175,0.0003,31,17.25,30,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,17.27,-0.019999999999999574,-0.11580775911985856
Cape Verde Islands,H,1692.993244822014,0.0,1.0,0.0,0.0,1.0,0.04355,0.0137,0.00265,0.0001,5e-05,0.0,0.95645,0.0298499999999999,0.01105,0.00255,5e-05,29,15.98,31,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.92,0.0600000000000005,0.3768844221105559
South Africa,A,1693.614617167326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,15.0,32,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Curaçao,E,1590.2975033938003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,5.0,33,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Czechia,A,1731.2587132929823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,5.0,34,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Haiti,C,1657.7903422759043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,5.0,35,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iran,G,1873.4078788308684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,5.0,36,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iraq,I,1661.1474098625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37,5.0,37,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Jordan,J,1715.5967031705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5.0,38,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
New Zealand,G,1678.9442908209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39,5.0,39,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Panama,L,1753.9772103673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40,5.0,40,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Qatar,B,1549.5494030220432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,5.0,41,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Saudi Arabia,H,1705.9341181708846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42,5.0,42,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Scotland,C,1800.6524904944006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,5.0,43,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
South Korea,A,1825.9460475707715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,5.0,44,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Tunisia,F,1648.6081559732288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,5.0,45,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Turkey,D,1891.3502864268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,5.0,46,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uruguay,H,1907.5228774752184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,5.0,47,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uzbekistan,K,1723.1994397509068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,5.0,48,2026-06-28 22:41:09.869071+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
